SITE_NO,SITE_NAME,SITE_NOM_FR,SITE_TYPE,SITE_DESC,SITE_DESC_FR,LATITUDE,LONGITUDE,DATUM,PROV_TERR,PROV_TERR_FR,PEARSEDA,PEARSEDA_FR,OCEANDA,OCEANDA_FR,DATA_URL,DATA_URL_FR,OPEN_DATA_URL
"QU02OD3004","NICOLET RIVER IN NICOLET","RIVIÈRE NICOLET À NICOLET","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SAMPLING AT THE MARINA LOCATED 300 M FROM THE MOUTH OF THE NICOLET RIVER","ÉCHANTILLONNAGE À LA MARINA LOCALISÉE À 300 M DE L'EMBOUCHURE DE LA RIVIÈRE NICOLET","46.2454","-72.6512","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OD9009","ST. LAWRENCE RIVER, WATER INTAKE OF BÉCANCOUR'S WATER FILTRATION PLANT","FLEUVE SAINT-LAURENT, PRISE D'EAU DE L'USINE DE FILTRATION DE BÉCANCOUR","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WATER INTAKE IS LOCATED AT 300 M FROM THE SHORELINE, BEYOND THE MARSH","PRISE D'EAU SITUÉE À ENVIRON 300 M DE LA RIVE, APRÈS LA ZONE DE MARAIS","46.3116","-72.546","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OD9034","ST. LAWRENCE RIVER  PORT ST-FRANÇOIS, 65 M FROM THE SOUTH SHORE","FLEUVE SAINT-LAURENT, PORT ST-FRANÇOIS, À 65 M DE LA RIVE SUD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.2728","-72.62","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OD9039","LAKE SAINT-PIERRE OUTLET, SOUTH SHORE","LAKE SAINT-PIERRE OUTLET, SOUTH SHORE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER,  SOUTH OUTLET OF LAKE SAINT-PIERRE, NEAR THE SHORE","FLEUVE SAINT-LAURENT, SORTIE SUD DU LAC SAINT-PIERRE, À PROXIMITÉ DE LA RIVE","46.2717","-72.6193","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OF3004","SAINT-FRANÇOIS RIVER IN PIERREVILLE","RIVIÈRE SAINT-FRANÇOIS À PIERREVILLE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SAMPLING AT THE BOAT RAMP LOCATED AT 300 M UPSTREAM FROM THE BRIDGE","ÉCHANTILLONNAGE À LA DESCENTE DE BATEAU SITUÉE À ENVIRON 300 M EN AMONT DU PONT","46.0664","-72.8122","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OF3005","SAINT-FRANÇOIS RIVER'S MOUTH","RIVIÈRE SAINT-FRANÇOIS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. FRANÇOIS RIVER, AT THE WATER INTAKE OF USINE DE FILTRATION BAS ST-FRANÇOIS","RIVIÈRE SAINT-FRANÇOIS, PRISE D'EAU DE L'USINE DE FILTRATION BAS ST-FRANÇOIS","46.066","-72.8093","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OG3007","YAMASKA RIVER, BRIDGE ON THE ROAD 132","RIVIÈRE YAMASKA, PONT DE LA ROUTE 132","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SAMPLING FROM THE BRIDGE, EASTERN SIDE","ÉCHANTILLONNAGE À PARTIR DU PONT, CÔTÉ EST","46.0051","-72.9101","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OG3008","YAMASKA RIVER AT  ROAD 116 BRIDGE, SAINT-HYACINTHE","RIVIÈRE YAMASKA AU PONT ROUTE 116 À SAINT-HYACINTHE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.6284","-72.9397","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OG3009","NOIRE RIVER AT ROAD 235 BRIDGE, SAINT-PIE","RIVIÈRE NOIRE AU PONT ROUTE 235 À SAINT-PIE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.4954","-72.9042","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OG3010","CHIBOUET RIVER AT  SAINT-HUGUES","RIVIÈRE CHIBOUET À L'ÉTANG DE SAINT-HUGUES","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.7908","-72.8258","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OJ0052","RICHELIEU RIVER, WATER INTAKE OF SOREL 'S WATER FILTRATION PLANT","RIVIÈRE RICHELIEU, PRISE D'EAU DE L'USINE DE FILTRATION DE SOREL","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","WATER INTAKE IS LOCATED IN THE MIDDLE OF THE RICHELIEU RIVER","PRISE D'EAU SITUÉE AU MILIEU DE LA RIVIÈRE RICHELIEU","46.034","-73.1176","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OJ0053","RUISSEAU FAIRBANKS AT NOTRE-DAME DU MONT CARMEL","RUISSEAU FAIRBANKS À NOTRE-DAME DU MONT CARMEL","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.0176","-73.3553","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OJ0054","JOHN SAURO POND AT VENISE EN QUÉBEC","ÉTANG JOHN SAURO (VENISE EN QUÉBEC)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","45.0745","-73.163","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02OJ0055","L'ACADIE RIVER","RIVIÈRE L'ACADIE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","L'ACADIE RIVER, AT RUE CHEVERIE BRIDGE (PESTFUND)","RIVIÈRE L’ACADIE, AU PONT DE LA RUE CHEVERIE (PESTFUND)","45.3528","-73.3641","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02PH9024","ST. LAWRENCE RIVER, WATER INTAKE OF LÉVIS'S WATER FILTRATION PLANT","FLEUVE SAINT-LAURENT. PRISE D'EAU DE L'USINE DE FILTRATION DE LÉVIS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","THE STATION IS LOCATED AT THE WATER INTAKE OF THE WATER FILTRATION PLANT OF THE CITY OF LÉVIS. THIS SITE IS LOCATED  ON THE SOUTH SHORE AT THE MOUTH OF THE ST. LAWRENCE RIVER. WATER AND SUSPENDED SEDIMENT SAMPLES ARE COLLECTED MONTHLY AND ANALYSED FOR A SUITE OF ENVIRONMENTAL PARAMETERS. LOCATED AT FILTRATION PLANT.","LA STATION EST LOCALISÉE À LA PRISE D'EAU DE L'USINE DE FILTRATION DE LA VILLE DE LÉVIS. CE SITE EST LOCALISÉ SUR LA RIVE SUD À L'EMBOUCHURE DU FLEUVE SAINT-LAURENT. DES ÉCHANTILLONS D'EAU ET DE SÉDIMENTS EN SUSPENSION SONT PRÉLEVÉS MENSUELLEMENT ET ANALYSÉS POUR UNE SÉRIE DE PARAMÈTRES ENVIRONNEMENTAUX. LOCALISÉ À L'USINE DE FILTRATION.","46.8071","-71.19","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","HTTP://GENIE.QC.EC.GC.CA/WQMSD_EN.ASPX","HTTP://GENIE.QC.EC.GC.CA/WQMSD_FR.ASPX","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02PH9025","COMMISSAIRE BROOK","RUISSEAU DU COMMISSAIRE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","46.8742","-71.2924","NAD83","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02PH9065","ILE D'ORLÉANS","ILE D'ORLÉANS","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER, SOUTH OF ILE D'ORLÉANS","FLEUVE SAINT-LAURENT, AU SUD DE L'ILE D'ORLÉANS","46.8403","-71.1326","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU02PK9000","BECANCOUR, SOUTH SHORE","BÉCANCOUR, RIVE SUD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","ST. LAWRENCE RIVER, SOUTH SHORE NEAR BÉCANCOUR","FLEUVE SAINT-LAURENT, RIVE SUD À PROXIMITÉ DE BÉCANCOUR","46.3835","-72.4092","WGS84","QUE.","QC","ST. LAWRENCE","SAINT-LAURENT","ATLANTIC OCEAN","OCÉAN ATLANTIQUE","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/SAINT-LAWRENCE-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ST-LAWRENCE-ST-LAURENT-2000-PRESENT.CSV"
"QU03DC0001","LA GRANDE RESERVOIR","RÉSERVOIR LA GRANDE","LAKE/LAC","LA GRANDE RESERVOIR (UPSTREAM OF LG2 DAM)","RÉSERVOIR LA GRANDE (AMONT DU BARRAGE LG2)","53.7875","-77.4413","NAD83","QUE.","QC","NORTHERN QUEBEC","NORD DU QUÉBEC","HUDSON BAY","BAIE D'HUDSON","","","https://data-donnees.ec.gc.ca/data/substances/monitor/national-long-term-water-quality-monitoring-data/saint-lawrence-river-basin-long-term-water-quality-monitoring-data/Water-Qual-Eau-St-Lawrence-St-Laurent-2000-present.csv"
"QU03ED9402","GRANDE RIVIÈRE DE LA BALEINE, AT PK8 (8 KIM UPSTREAM OF KUUJJUARAPIK)","GRANDE RIVIÈRE DE LA BALEINE, AU PK8 (8 KM EN AMONT DE KUUJJUARAPIK)","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","55.2792","-77.6428","NAD83","QUE.","QC","NORTHERN QUEBEC","NORD DU QUÉBEC","HUDSON BAY","BAIE D'HUDSON","","","https://data-donnees.ec.gc.ca/data/substances/monitor/national-long-term-water-quality-monitoring-data/saint-lawrence-river-basin-long-term-water-quality-monitoring-data/Water-Qual-Eau-St-Lawrence-St-Laurent-2000-present.csv"
"QU03KE0002","KOKSOAK RIVER, 8 KM SOUTH-WEST OF KUUJJUAQ","RIVIÈRE KOKSOAK, À 8 KM AU SUD-OUEST DE KUUJJUAQ","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","58.0388","-68.4614","NAD83","QUE.","QC","NORTHERN QUEBEC","NORD DU QUÉBEC","HUDSON BAY","BAIE D'HUDSON","","","https://data-donnees.ec.gc.ca/data/substances/monitor/national-long-term-water-quality-monitoring-data/saint-lawrence-river-basin-long-term-water-quality-monitoring-data/Water-Qual-Eau-St-Lawrence-St-Laurent-2000-present.csv"
"SA05FE0001","BATTLE RIVER NEAR UNWIN, SASKATCHEWAN","RIVIÈRE BATTLE PRÈS DE UNWIN","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.9403","-109.8731","NAD27","SASK.","SASK.",NORTH SASKATCHEWAN,SASKATCHEWAN NORD,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/NORTH-SASKATCHEWAN-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-N-SASKATCHEWAN-2000-PRESENT.CSV"
"SA05JM0014","QU'APPELLE RIVER APPROX. 3.2KM. SOUTH","RIVIÈRE QU'APPELLE ENVIRON 3.2KM AU SUD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","50.4839","-101.5431","NAD27","SASK.","SASK.",ASSINIBOINE-RED,ASSINIBOINE-ROUGE,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ASSINIBOINE-RED-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ASSINIBOINE-RED-2000-PRESENT.CSV"
"SA05KH0002","CARROT RIVER NEAR TURNBERRY,","RIVIÈRE CARROT PRÈS DE TURNBERRY","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","53.6000","-102.1167","NAD27","SASK.","SASK.",LOWER SASKATCHEWAN - NELSON,BAS SASKATCHEWAN-NELSON,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/LOWER-SASKATCHEWAN-NELSON-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-SASKATCHEWAN-NELSON-2000-PRESENT.CSV"
"SA05LC0001","RED DEER RIVER AT ERWOOD,","RIVIÈRE RED DEER À ERWOOD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","52.8667","-102.1831","NAD27","SASK.","SASK.",LOWER SASKATCHEWAN - NELSON,BAS SASKATCHEWAN-NELSON,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/LOWER-SASKATCHEWAN-NELSON-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-SASKATCHEWAN-NELSON-2000-PRESENT.CSV"
"SA05MD0002","ASSINIBOINE RIVER AT HWY 8 BRIDGE","RIVIÈRE ASSINIBOINE À L'AUT. 8","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","51.5331","-101.8889","NAD27","SASK.","SASK.",ASSINIBOINE-RED,ASSINIBOINE-ROUGE,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ASSINIBOINE-RED-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ASSINIBOINE-RED-2000-PRESENT.CSV"
"SA06AF0001","COLD RIVER AT OUTLET OF COLD LAKE","RIVIÈRE COLD À LA SORTIE DU LAC COLD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","54.5667","-109.8361","NAD83","SASK.","SASK.",CHURCHILL,CHURCHILL,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/CHURCHILL-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-CHURCHILL-2000-PRESENT.CSV"
"SA06EA0003","CHURCHILL RIVER BELOW WASAWAKASIK","RIVIÈRE CHURCHILL EN AVAL DE WASAWAKASIK","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","55.6081","-102.1956","NAD27","SASK.","SASK.",CHURCHILL,CHURCHILL,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/CHURCHILL-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-CHURCHILL-2000-PRESENT.CSV"
"US05ND0004","SOURIS RIVER NEAR SHERWOOD N.D.","RIVIÈRE SOURIS PRÈS DE SHERWOOD DANS LE DAKOTA DU NORD","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.9900","-101.9578","NAD83","SASK.","SASK.",ASSINIBOINE-RED,ASSINIBOINE-ROUGE,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ASSINIBOINE-RED-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ASSINIBOINE-RED-2000-PRESENT.CSV"
"US05NF0001","SOURIS RIVER NEAR WESTHOPE","RIVIÈRE SOURIS PRÈS DE WESTHOPE","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","","","48.9997","-100.9000","NAD83","MAN.","MAN.",ASSINIBOINE-RED,ASSINIBOINE-ROUGE,"HUDSON BAY","BAIE D'HUDSON","","","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/ASSINIBOINE-RED-RIVER-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-ASSINIBOINE-RED-2000-PRESENT.CSV"
"YT08AA0010","DEZADEASH RIVER AT HAINES JUNCTION","RIVIÈRE DEZADEASH À HAINES JUNCTION","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SAMPLED FROM UPSTREAM SIDE OF THE HAINES HIGHWAY BRIDGE IN HAINES JUNCTION, YT.","RIVIÈRE DEZADEASH AU PONT DE L'AUTOROUTE DE L'ALASKA DANS HAINES JUNCTION","60.74788","-137.50637","NAD83","Y.T.","YN","PACIFIC COASTAL","CÔTE DU PACIFIQUE","PACIFIC OCEAN","OCÉAN PACIFIQUE","HTTP://AQUATIC.PYR.EC.GC.CA/WEBDATAONLINENATIONAL/EN/MEASUREMENTS/CHOOSEVARIABLES/SITES/YT08AA0010/PROJECTS/PYLTM/REGIONS/0","HTTP://AQUATIC.PYR.EC.GC.CA/WEBDATAONLINENATIONAL/EN/MEASUREMENTS/CHOOSEVARIABLES/SITES/YT08AA0010/PROJECTS/PYLTM/REGIONS/0?NEW_LANG=FR","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/PACIFIC-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-PACIFIC-COASTAL-COTE-PACIFIQUE-2000-PRESENT.CSV"
"YT08AB0009","ALSEK RIVER ABOVE BATES RIVER IN KLUANE NATIONAL PARK","RIVIÈRE ALSEK EN AMONT DE LA RIVIÈRE BATES","RIVER OR STREAM/RIVIÈRE OU RUISSEAU","SITE IS LOCATED IN KLUANE NATIONAL PARK, 180 KM WSW OF WHITEHORSE, 75 KM SSW OF HAINES JUNCTION, 2.9 KM UPSTREAM OF BATES RIVER AND 13 KM NORTH OF THE BC BORDER. WSC STATION 08AB001.","180 KM OUEST-SUD-OUEST DE WHITEHORSE, 75 KM AU SUD-SUD-OUEST DE HAINES JUNCTION, 2,9 KM EN AMONT DE LA RIVIÈRE BATES.","60.11750","-137.97760","NAD83","Y.T.","YN","PACIFIC COASTAL","CÔTE DU PACIFIQUE","PACIFIC OCEAN","OCÉAN PACIFIQUE","HTTP://AQUATIC.PYR.EC.GC.CA/WEBDATAONLINENATIONAL/EN/MEASUREMENTS/CHOOSEVARIABLES/SITES/YT08AB0009/PROJECTS/PYLTM/REGIONS/0","HTTP://AQUATIC.PYR.EC.GC.CA/WEBDATAONLINENATIONAL/EN/MEASUREMENTS/CHOOSEVARIABLES/SITES/YT08AB0009/PROJECTS/PYLTM/REGIONS/0?NEW_LANG=FR","HTTPS://DATA-DONNEES.EC.GC.CA/DATA/SUBSTANCES/MONITOR/NATIONAL-LONG-TERM-WATER-QUALITY-MONITORING-DATA/PACIFIC-COASTAL-BASIN-LONG-TERM-WATER-QUALITY-MONITORING-DATA/WATER-QUAL-EAU-PACIFIC-COASTAL-COTE-PACIFIQUE-2000-PRESENT.CSV"
